"Player_initial_last";"tournament id";"pos";"strokes";"n_rounds";"made_cut";"sg_ott";"sg_app";"sg_arg";"sg_putt";"sg_total"
"S. Cink";401353226;"23";282;4;1;1.26;0.53;-0.24;0.28;1.83
"S. Garcia";401353226;"NA";147;2;0;0.69;-0.57;-0.37;-0.54;-0.78
"S. Horsfield";401353226;"NA";149;2;0;-0.64;-2.49;0.44;0.92;-1.78
"S. Kim";401353226;"60";289;4;1;-0.7;1.27;0.92;-1.41;0.08
"S. Lowry";401353226;"23";282;4;1;0.8;-0.1;0.38;0.74;1.83
"S. Micheel";401353226;"NA";153;2;0;-0.09;-2.44;-0.88;-0.38;-3.78
"S. Munoz";401353226;"55";288;4;1;-0.16;0.79;0.36;-0.66;0.33
"S. Norris";401353226;"71";292;4;1;-0.3;0.32;-0.45;-0.24;-0.67
"S. Power";401353226;"9";279;4;1;0.41;0.87;0.92;0.38;2.58
"S. Scheffler";401353226;"NA";146;2;0;-0.55;1.2;-0.38;-0.55;-0.28
"S. Stallings";401353226;"NA";148;2;0;0.48;-1.3;-1.1;0.64;-1.28
"S. Straka";401353226;"78";298;4;1;-0.25;-1.02;-0.16;-0.74;-2.17
"T. Collet";401353226;"NA";150;2;0;-1.14;-2.62;-0.14;1.61;-2.28
"T. Finau";401353226;"30";283;4;1;0.31;0.55;0.55;0.17;1.58
"T. Fleetwood";401353226;"5";277;4;1;0.33;1.18;0.66;0.91;3.08
"T. Gooch";401353226;"20";281;4;1;0.49;0.79;0.73;0.07;2.08
"T. Hatton";401353226;"13";280;4;1;0.14;0.9;0.41;0.88;2.33
"T. Hoge";401353226;"9";279;4;1;-0.84;1.96;0.3;1.16;2.58
"T. Kanaya";401353226;"NA";153;2;0;-0.22;-2.76;0.99;-1.79;-3.78
"T. Merritt";401353226;"41";285;4;1;-0.24;-0.4;1.7;0.02;1.08
"T. Pieters";401353226;"71";292;4;1;-0.19;0.12;-0.4;-0.2;-0.67
"V. Hovland";401353226;"41";285;4;1;0.36;0.67;0.1;-0.05;1.08
"W. Simpson";401353226;"20";281;4;1;0.54;0.65;0.38;0.51;2.08
"W. Zalatoris";401353226;"2";275;4;1;0.5;1.28;0.63;1.16;3.58
"X. Schauffele";401353226;"13";280;4;1;0.82;0.99;0.15;0.36;2.33
"Y. Inamori";401353226;"NA";148;2;0;-0.84;-0.19;0.85;-1.11;-1.28
"Y. Yang";401353226;"NA";146;2;0;-0.67;-0.67;1.25;-0.2;-0.28
"Z. Johnson";401353226;"NA";151;2;0;-0.27;-0.49;-1.26;-0.76;-2.78
"A. Cook";401353227;"NA";144;2;0;-1.19;0.61;-1.25;-0.53;-2.36
"A. Hadwin";401353227;"NA";146;2;0;-0.32;-2.06;0.16;-1.14;-3.36
"A. Loupe";401353227;"NA";148;2;0;-0.07;-1.76;0.05;-2.57;-4.36
"A. Noren";401353227;"12";268;4;1;0.69;0.57;0.14;0.63;2.03
"A. Putnam";401353227;"NA";140;2;0;0.05;0.54;0.76;-1.71;-0.36
"A. Rai";401353227;"46";274;4;1;-0.02;0.49;-0.43;0.49;0.53
"A. Schenk";401353227;"79";281;4;1;-0.13;-0.59;-0.58;0.08;-1.22
"A. Scott";401353227;"32";272;4;1;0.66;-0.12;0.26;0.23;1.03
"A. Svensson";401353227;"69";278;4;1;-0.76;-0.14;0.28;0.15;-0.47
"A. Wise";401353227;"51";275;4;1;0.21;0.62;0.34;-0.88;0.28
"B. Garnett";401353227;"15";269;4;1;-0.17;-0.58;0.74;1.8;1.78
"B. Grace";401353227;"38";273;4;1;0.12;0.05;0.73;-0.11;0.78
"B. Haas";401353227;"65";277;4;1;-0.99;-0.68;0.55;0.91;-0.22
"B. Hagy";401353227;"NA";143;2;0;0.33;-0.04;-1.84;-0.31;-1.85
"B. Hoag";401353227;"NA";142;2;0;0.56;-1.42;0.99;-1.48;-1.36
"B. Hossler";401353227;"17";270;4;1;0.58;-0.67;0.37;1.26;1.53
"B. Snedeker";401353227;"NA";141;2;0;-0.38;1.08;-0.1;-1.46;-0.86
"B. Stuard";401353227;"NA";145;2;0;-0.76;-1.25;0.28;-1.12;-2.86
"B. Todd";401353227;"NA";140;2;0;-1.56;-0.08;0.55;0.74;-0.36
"B. Watson";401353227;"NA";141;2;0;-0.2;-0.89;-0.44;0.67;-0.85
"B. Wu";401353227;"51";275;4;1;-0.15;-1.06;0.5;1.0;0.28
"C. Bezuidenhout";401353227;"12";268;4;1;-0.37;0.48;-0.11;2.03;2.03
"C. Champ";401353227;"38";273;4;1;1.19;0.96;-0.71;-0.66;0.78
"C. Hadley";401353227;"69";278;4;1;-0.98;0.43;0.3;-0.21;-0.47
"C. Hoffman";401353227;"NA";142;2;0;-0.26;0.11;-0.21;-1.0;-1.35
"C. Howell III";401353227;"NA";142;2;0;-0.25;-0.61;0.2;-0.69;-1.35
"C. Ortiz";401353227;"38";273;4;1;-0.02;1.03;-0.03;-0.19;0.78
"C. Percy";401353227;"NA";143;2;0;-0.04;-1.77;-0.52;0.48;-1.85
"C. Reavie";401353227;"NA";143;2;0;0.2;-0.89;-0.72;-0.44;-1.85
"C. Schwartzel";401353227;"8";266;4;1;0.8;0.7;1.12;-0.08;2.53
"C. Seiffert";401353227;"NA";147;2;0;-1.89;0.68;-0.76;-1.89;-3.86
"C. Thompson";401353227;"NA";143;2;0;0.74;-1.05;-0.51;-1.03;-1.85
"D. Frittelli";401353227;"69";278;4;1;-0.02;-0.38;-0.2;0.14;-0.47
"D. Johnson";401353227;"59";276;4;1;0.33;0.69;-0.07;-0.92;0.03
"D. Lipsky";401353227;"25";271;4;1;0.58;-0.06;0.43;0.34;1.28
"D. Redman";401353227;"NA";143;2;0;0.27;-0.77;-0.27;-1.08;-1.85
"D. Riley";401353227;"9";267;4;1;0.4;0.92;0.19;0.77;2.28
"D. Willett";401353227;"NA";144;2;0;-0.31;-0.95;0.38;-1.48;-2.36
"D. Wu";401353227;"NA";147;2;0;-1.1;-2.52;-0.78;0.54;-3.86
"E. Grillo";401353227;"46";274;4;1;-0.22;0.01;0.2;0.53;0.53
"F. Molinari";401353227;"17";270;4;1;0.57;0.95;-0.49;0.5;1.53
"G. Sigg";401353227;"NA";146;2;0;-1.61;-1.88;0.07;0.06;-3.36
"H. Buckley";401353227;"NA";143;2;0;0.26;-0.01;-0.71;-1.4;-1.86
"H. Higgs";401353227;"NA";140;2;0;-0.41;-1.47;0.3;1.22;-0.36
"H. Lebioda";401353227;"NA";141;2;0;0.04;-0.77;0.02;-0.15;-0.86
"H. Matsuyama";401353227;"3";264;4;1;0.43;2.35;-0.17;0.42;3.03
"H. Norlander";401353227;"NA";141;2;0;-0.02;-1.5;0.2;0.47;-0.85
"H. Stenson";401353227;"NA";140;2;0;0.35;1.82;-0.86;-1.66;-0.36
"H. Swafford";401353227;"NA";141;2;0;-1.03;0.89;-0.98;0.26;-0.85
"I. Poulter";401353227;"59";276;4;1;-0.53;-0.81;0.1;1.27;0.03
"J. Bramlett";401353227;"51";275;4;1;-0.04;-0.26;0.86;-0.28;0.28
"J. Day";401353227;"51";275;4;1;-0.01;-1.04;0.38;0.96;0.28
"J. Dufner";401353227;"NA";142;2;0;-0.45;-0.37;-0.77;0.23;-1.35
"J. Hahn";401353227;"9";267;4;1;1.1;2.13;-0.3;-0.64;2.28
"J. Herman";401353227;"NA";145;2;0;-1.25;0.96;-0.68;-1.88;-2.86
"J. Huh";401353227;"NA";144;2;0;-0.67;-2.6;1.37;-0.45;-2.35
"J. Kim";401353227;"17";270;4;1;-0.01;1.42;0.31;-0.19;1.53
"J. Knous";401353227;"NA";143;2;0;-0.62;-1.98;0.13;0.61;-1.85
"J. Kokrak";401353227;"17";270;4;1;0.98;0.56;-0.25;0.25;1.53
"J. Niemann";401353227;"25";271;4;1;1.05;-0.61;0.31;0.53;1.28
"J. Spaun";401353227;"38";273;4;1;0.16;0.82;0.12;-0.32;0.78
"J. Spieth";401353227;"2";263;4;1;0.95;1.57;0.41;0.36;3.28
"J. Thomas";401353227;"5";265;4;1;0.29;0.73;0.93;0.83;2.78
"J. Vegas";401353227;"59";276;4;1;0.77;-0.4;0.3;-0.64;0.03
"K. Aphibarnrat";401353227;"76";280;4;1;-0.36;-0.46;-0.64;0.49;-0.97
"K. Hickok";401353227;"NA";141;2;0;1.06;-1.36;-0.18;-0.39;-0.85
"K. Kisner";401353227;"NA";143;2;0;-0.86;0.39;-0.33;-1.06;-1.85
"K. Kitayama";401353227;"NA";143;2;0;0.19;-1.14;-0.23;-0.67;-1.85
"K. Kraft";401353227;"NA";143;2;0;-0.39;-0.84;-0.16;-0.46;-1.85
"K. Lee";401353227;"1";262;4;1;0.57;1.31;0.68;0.97;3.53
"K. Mitchell";401353227;"76";280;4;1;-0.15;-1.15;0.43;-0.1;-0.97
"K. Tway";401353227;"NA";143;2;0;-0.36;-1.47;-0.65;0.62;-1.86
"L. Donald";401353227;"NA";140;2;0;-1.73;0.98;-0.13;0.52;-0.36
"L. Griffin";401353227;"51";275;4;1;0.56;-0.03;-0.47;0.23;0.28
"L. Hodges";401353227;"NA";142;2;0;-0.95;-0.34;-0.52;0.46;-1.36
"L. List";401353227;"NA";140;2;0;0.7;0.53;-0.07;-1.51;-0.36
"L. Westwood";401353227;"NA";146;2;0;-1.27;-0.16;-0.58;-1.35;-3.36
"M. Gligic";401353227;"73";279;4;1;0.12;-1.33;0.6;-0.1;-0.72
"M. Hubbard";401353227;"32";272;4;1;-0.38;1.61;-0.27;0.07;1.03
"M. Hughes";401353227;"NA";141;2;0;-1.09;-0.01;0.53;-0.28;-0.85
"M. Kuchar";401353227;"12";268;4;1;0.01;0.99;0.02;1.02;2.03
"M. Laird";401353227;"NA";144;2;0;-0.43;-0.75;-0.83;-0.35;-2.36
"M. Leishman";401353227;"51";275;4;1;-0.47;0.42;-0.15;0.48;0.28
"M. McNealy";401353227;"32";272;4;1;-0.06;-0.1;0.34;0.85;1.03
"M. NeSmith";401353227;"51";275;4;1;0.94;-0.15;0.19;-0.7;0.28
"M. Pereira";401353227;"17";270;4;1;1.05;1.07;0.14;-0.72;1.53
"M. Schwab";401353227;"59";276;4;1;-0.4;-0.52;0.1;0.86;0.03
"M. Thompson";401353227;"25";271;4;1;-0.64;-0.25;-0.29;2.47;1.28
"M. Trainer";401353227;"76";280;4;1;-0.34;-0.51;-0.05;-0.06;-0.97
"M. Wallace";401353227;"NA";146;2;0;0.48;0.01;-1.79;-2.06;-3.36
"M. Wolff";401353227;"NA";146;2;0;-0.28;-1.08;0.12;-2.12;-3.36
"N. Lashley";401353227;"17";270;4;1;0.2;0.66;0.52;0.16;1.53
"N. Taylor";401353227;"NA";144;2;0;-0.51;0.05;-0.96;-0.93;-2.36
"P. Barjon";401353227;"65";277;4;1;0.52;0.41;-0.99;-0.16;-0.22
"P. Kizzire";401353227;"83";284;4;1;-0.42;-0.25;-0.34;-0.95;-1.97
"P. Malnati";401353227;"9";267;4;1;-0.04;0.47;-0.02;1.88;2.28
"P. Perez";401353227;"38";273;4;1;-0.06;0.44;0.71;-0.31;0.78
"P. Rodgers";401353227;"32";272;4;1;0.78;0.16;-0.47;0.57;1.03
"P. Uihlein";401353227;"65";277;4;1;0.2;-0.24;-0.42;0.24;-0.22
"R. Armour";401353227;"NA";143;2;0;0.01;0.42;0.14;-2.42;-1.86
"R. Brehm";401353227;"NA";141;2;0;0.38;0.12;-0.5;-0.85;-0.85
"R. Palmer";401353227;"5";265;4;1;1.0;0.57;0.1;1.11;2.78
"R. Sabbatini";401353227;"25";271;4;1;-0.02;1.1;0.79;-0.58;1.28
"R. Sloan";401353227;"NA";143;2;0;-0.16;-2.02;0.04;0.29;-1.85
"R. Streb";401353227;"NA";141;2;0;-0.33;-0.5;1.23;-1.26;-0.86
"R. Werenski";401353227;"NA";147;2;0;-0.51;-2.43;-1.15;0.23;-3.86
"S. Burns";401353227;"NA";140;2;0;0.59;-0.88;0.16;-0.23;-0.35
"S. Gutschewski";401353227;"NA";140;2;0;0.21;2.8;-0.85;-2.52;-0.35
"S. Jaeger";401353227;"38";273;4;1;-0.18;1.15;0.6;-0.79;0.78
"S. Kang";401353227;"NA";145;2;0;-1.09;-0.14;-0.7;-0.93;-2.86
"S. Kim";401353227;"NA";141;2;0;0.13;-0.68;-0.08;-0.22;-0.85
"S. Kodaira";401353227;"NA";140;2;0;-0.24;0.03;0.17;-0.31;-0.35
"S. Munoz";401353227;"3";264;4;1;0.53;1.39;0.1;1.02;3.03
"S. Noh";401353227;"NA";141;2;0;0.23;-1.55;0.33;0.14;-0.85
"S. Norris";401353227;"NA";142;2;0;-1.6;0.12;-0.58;0.7;-1.35
"S. Piercy";401353227;"NA";140;2;0;1.12;-0.36;0.45;-1.57;-0.36
"S. Power";401353227;"17";270;4;1;-0.09;-0.22;0.58;1.27;1.53
"S. Reeves";401353227;"69";278;4;1;0.54;-0.99;-0.87;0.85;-0.47
"S. Ryder";401353227;"NA";140;2;0;-0.62;0.96;-0.33;-0.36;-0.35
"S. Scheffler";401353227;"15";269;4;1;0.29;1.41;0.49;-0.4;1.78
"S. Stallings";401353227;"25";271;4;1;0.04;1.12;-0.49;0.61;1.28
"S. Straka";401353227;"73";279;4;1;0.07;-0.79;0.18;-0.17;-0.72
"S. Theegala";401353227;"79";281;4;1;-0.3;-0.12;0.66;-1.46;-1.22
"T. Duncan";401353227;"59";276;4;1;-0.08;1.21;-0.47;-0.64;0.03
"T. Fleetwood";401353227;"59";276;4;1;0.91;0.52;-0.66;-0.73;0.03
"T. Gooch";401353227;"NA";141;2;0;0.52;-1.17;0.1;-0.3;-0.86
"T. Hoge";401353227;"17";270;4;1;-0.19;0.5;1.0;0.21;1.53
"T. Moore";401353227;"32";272;4;1;0.7;0.33;0.49;-0.48;1.03
"T. Mullinax";401353227;"32";272;4;1;0.43;0.86;0.02;-0.28;1.03
"V. Taylor";401353227;"73";279;4;1;-0.68;0.76;-0.62;-0.17;-0.72
"V. Whaley";401353227;"25";271;4;1;-0.16;-0.02;0.82;0.65;1.28
"W. Bryan";401353227;"65";277;4;1;-1.11;0.41;0.0;0.49;-0.22
"W. Clark";401353227;"NA";140;2;0;0.92;-0.44;0.03;-0.86;-0.36
"W. Zalatoris";401353227;"NA";140;2;0;0.45;1.48;-0.17;-2.11;-0.36
"X. Schauffele";401353227;"5";265;4;1;0.68;1.16;0.61;0.33;2.78
"A. Ancer";401353228;"56";289;4;1;0.46;-0.44;-0.29;-0.23;-0.49
"A. Baddeley";401353228;"NA";158;2;0;-3.84;-1.56;-0.51;-2.01;-7.92
"A. Cook";401353228;"NA";141;2;0;-1.64;1.02;1.02;0.18;0.58
"A. Lahiri";401353228;"6";277;4;1;0.72;0.37;0.72;0.69;2.51
"A. Long";401353228;"NA";141;2;0;-0.49;0.16;0.3;0.61;0.58
"A. Putnam";401353228;"NA";142;2;0;0.47;0.05;0.58;-1.02;0.08
"A. Rai";401353228;"NA";141;2;0;0.69;0.58;-0.13;-0.56;0.58
"A. Schenk";401353228;"9";278;4;1;0.32;0.95;0.46;0.53;2.26
"A. Smalley";401353228;"NA";145;2;0;-0.46;0.91;-0.81;-1.07;-1.42
"A. Svensson";401353228;"NA";145;2;0;1.13;-0.12;-0.08;-2.35;-1.42
"B. Garnett";401353228;"NA";146;2;0;-0.62;0.98;0.12;-2.4;-1.92
"B. Grace";401353228;"NA";146;2;0;-0.41;-0.57;-0.03;-0.91;-1.92
"B. Haas";401353228;"NA";149;2;0;-0.09;-3.06;0.19;-0.47;-3.42
"B. Hagy";401353228;"NA";142;2;0;1.19;-1.33;-1.57;1.79;0.08
"B. Harman";401353228;"9";278;4;1;0.75;1.25;0.21;0.05;2.26
"B. Hoag";401353228;"NA";147;2;0;-0.44;-0.82;-0.77;-0.39;-2.42
"B. Hossler";401353228;"NA";154;2;0;-1.52;-5.5;0.08;1.02;-5.92
"B. Martin";401353228;"51";288;4;1;1.19;-1.05;-0.25;-0.13;-0.24
"B. Nimmer";401353228;"NA";147;2;0;-0.5;-1.7;0.38;-0.6;-2.42
"B. Steele";401353228;"51";288;4;1;0.4;0.71;-0.78;-0.57;-0.24
"B. Stuard";401353228;"NA";146;2;0;-0.74;0.09;0.45;-1.73;-1.92
"B. Van Pelt";401353228;"NA";148;2;0;-1.9;-1.07;-0.39;0.44;-2.92
"B. Wu";401353228;"NA";143;2;0;0.89;-0.07;-0.25;-0.98;-0.42
"C. Conners";401353228;"21";280;4;1;1.3;-0.19;0.06;0.6;1.76
"C. Davis";401353228;"NA";142;2;0;0.99;0.5;-1.59;0.18;0.08
"C. Hadley";401353228;"NA";148;2;0;-2.57;0.39;-1.15;0.41;-2.92
"C. Hoffman";401353228;"NA";142;2;0;-0.36;0.48;-1.06;1.01;0.08
"C. Pan";401353228;"15";279;4;1;0.86;0.85;0.05;0.25;2.01
"C. Percy";401353228;"NA";142;2;0;-0.17;-0.5;0.77;-0.01;0.08
"C. Reavie";401353228;"15";279;4;1;-0.19;0.96;1.03;0.2;2.01
"C. Schwartzel";401353228;"NA";141;2;0;0.96;-0.45;0.28;-0.21;0.58
"C. Seiffert";401353228;"46";286;4;1;-0.04;0.68;0.31;-0.69;0.26
"C. Villegas";401353228;"56";289;4;1;-0.69;1.24;-0.15;-0.89;-0.49
"C. Young";401353228;"2";274;4;1;1.52;1.54;0.78;-0.58;3.26
"D. Frittelli";401353228;"46";286;4;1;0.53;0.41;0.33;-1.01;0.26
"D. Ghim";401353228;"NA";142;2;0;-0.48;0.15;1.08;-0.66;0.08
"D. Lee";401353228;"NA";141;2;0;0.96;1.19;0.41;-1.99;0.58
"D. Lingmerth";401353228;"46";286;4;1;-0.53;-0.9;0.47;1.22;0.26
"D. Lipsky";401353228;"NA";144;2;0;-1.19;0.54;0.24;-0.51;-0.92
"D. McCarthy";401353228;"25";281;4;1;-0.1;-0.71;0.68;1.64;1.51
"D. Redman";401353228;"NA";148;2;0;-0.25;0.65;-1.58;-1.74;-2.92
"D. Wu";401353228;"62";293;4;1;0.23;-0.91;-0.83;0.02;-1.49
"F. Molinari";401353228;"NA";142;2;0;0.06;-0.34;1.04;-0.68;0.08
"G. Sigg";401353228;"NA";147;2;0;0.86;-2.61;-0.23;-0.44;-2.42
"G. Woodland";401353228;"NA";145;2;0;-0.3;-2.03;0.38;0.53;-1.42
"H. Buckley";401353228;"NA";142;2;0;0.61;-1.25;0.1;0.63;0.08
"H. Higgs";401353228;"NA";141;2;0;-0.26;-0.09;-0.33;1.25;0.58
"H. Lebioda";401353228;"41";285;4;1;-0.58;0.59;0.03;0.47;0.51
"H. Norlander";401353228;"59";290;4;1;-0.76;-0.68;1.09;-0.38;-0.74
"J. Blixt";401353228;"NA";141;2;0;0.31;-0.46;0.23;0.49;0.58
"J. Bramlett";401353228;"NA";146;2;0;-0.27;-0.68;0.07;-1.03;-1.92
"J. Byrd";401353228;"NA";146;2;0;-1.08;-1.27;0.77;-0.34;-1.92
"J. Dahmen";401353228;"51";288;4;1;-0.32;1.25;-0.41;-0.77;-0.24
"J. Day";401353228;"15";279;4;1;0.02;1.59;0.7;-0.31;2.01
"J. Dufner";401353228;"NA";145;2;0;-0.15;0.88;-0.56;-1.59;-1.42
"J. Hahn";401353228;"9";278;4;1;0.19;-0.22;0.33;1.96;2.26
"J. Herman";401353228;"NA";141;2;0;1.01;-1.24;-0.56;1.37;0.58
"J. Huh";401353228;"NA";146;2;0;-1.16;0.7;-0.23;-1.22;-1.92
"J. Knous";401353228;"NA";141;2;0;-0.57;0.98;-1.2;1.37;0.58
"J. Poston";401353228;"9";278;4;1;0.72;0.75;0.7;0.09;2.26
"J. Vegas";401353228;"15";279;4;1;-1.45;2.51;0.33;0.61;2.01
"J. Wagner";401353228;"NA";151;2;0;-3.1;-3.07;0.45;1.29;-4.42
"K. Aphibarnrat";401353228;"NA";145;2;0;0.54;0.03;-0.1;-1.89;-1.42
"K. Bradley";401353228;"2";274;4;1;1.17;0.25;-0.59;2.44;3.26
"K. Chappell";401353228;"62";293;4;1;-0.41;-0.9;-0.35;0.17;-1.49
"K. Hickok";401353228;"NA";143;2;0;0.5;0.11;0.08;-1.1;-0.42
"K. Kitayama";401353228;"15";279;4;1;0.65;2.09;-0.17;-0.56;2.01
"K. Kraft";401353228;"49";287;4;1;0.31;-0.85;0.74;-0.18;0.01
"K. Lee";401353228;"25";281;4;1;0.0;0.55;-0.39;1.35;1.51
"K. Mitchell";401353228;"NA";143;2;0;-0.75;0.98;-1.25;0.6;-0.42
"K. Streelman";401353228;"NA";146;2;0;-0.6;-1.23;-0.13;0.04;-1.92
"K. Tway";401353228;"NA";144;2;0;-0.59;0.7;0.09;-1.11;-0.92
"L. Donald";401353228;"25";281;4;1;-0.97;1.83;0.55;0.09;1.51
"L. Glover";401353228;"NA";147;2;0;0.76;-1.8;-0.2;-1.17;-2.42
"L. Griffin";401353228;"6";277;4;1;1.03;1.4;-0.2;0.27;2.51
"L. Gross";401353228;"NA";157;2;0;-3.79;-2.17;-1.4;-0.06;-7.42
"L. Hodges";401353228;"NA";144;2;0;-0.32;-1.74;0.73;0.42;-0.92
"L. List";401353228;"31";282;4;1;1.01;1.09;-0.3;-0.54;1.26
"M. Fitzpatrick";401353228;"2";274;4;1;1.21;0.12;0.15;1.78;3.26
"M. Gligic";401353228;"37";284;4;1;0.65;-0.03;0.53;-0.39;0.76
"M. Hoffmann";401353228;"NA";153;2;0;-2.12;-2.63;-0.31;-0.36;-5.42
"M. Homa";401353228;"1";272;4;1;1.47;1.06;-0.87;2.1;3.76
"M. Hubbard";401353228;"NA";145;2;0;0.47;-0.94;-0.8;-0.15;-1.42
"M. Hughes";401353228;"9";278;4;1;0.65;1.08;-0.04;0.56;2.26
"M. Jones";401353228;"NA";145;2;0;1.07;-0.48;0.46;-2.47;-1.42
"M. Kuchar";401353228;"49";287;4;1;-0.68;0.4;0.58;-0.3;0.01
"M. Laird";401353228;"61";291;4;1;0.24;-0.59;-0.03;-0.61;-0.99
"M. Leishman";401353228;"NA";143;2;0;-0.55;1.57;-1.92;0.49;-0.42
"M. NeSmith";401353228;"31";282;4;1;0.01;0.63;0.67;-0.06;1.26
"M. Schwab";401353228;"NA";142;2;0;-1.07;-0.39;-0.23;1.76;0.08
"M. Thompson";401353228;"64";295;4;1;-0.43;0.49;-0.86;-1.18;-1.99
"M. Trainer";401353228;"NA";76;1;0;-2.18;-1.62;-0.89;-1.73;-6.41
"M. Wallace";401353228;"NA";143;2;0;-1.75;0.86;1.2;-0.74;-0.42
"M. Wolff";401353228;"25";281;4;1;-0.17;0.66;0.52;0.5;1.51
"N. Lashley";401353228;"NA";70;1;0;-0.24;0.65;0.46;-1.28;-0.41
"N. Taylor";401353228;"15";279;4;1;0.41;1.09;0.37;0.15;2.01
"N. Watney";401353228;"NA";142;2;0;-0.7;-0.99;-0.22;1.99;0.08
"P. Barjon";401353228;"51";288;4;1;0.87;0.61;-1.19;-0.53;-0.24
"P. Malnati";401353228;"51";288;4;1;-0.6;-0.63;0.31;0.68;-0.24
"P. Reed";401353228;"NA";147;2;0;0.42;-0.26;-1.44;-1.14;-2.42
"P. Uihlein";401353228;"NA";141;2;0;1.47;0.28;-0.23;-0.94;0.58
"R. Armour";401353228;"25";281;4;1;0.36;-0.72;1.12;0.75;1.51
"R. Blaum";401353228;"NA";143;2;0;-0.4;0.08;0.66;-0.76;-0.42
"R. Fowler";401353228;"21";280;4;1;-0.38;0.63;0.43;1.08;1.76
"R. Garrigus";401353228;"NA";147;2;0;-1.99;-0.11;-0.38;0.05;-2.42
"R. Henley";401353228;"41";285;4;1;0.46;0.92;-0.19;-0.69;0.51
"R. Knox";401353228;"35";283;4;1;0.48;0.75;-0.43;0.21;1.01
"R. Sabbatini";401353228;"41";285;4;1;-0.07;-0.98;0.72;0.84;0.51
"R. Sloan";401353228;"NA";148;2;0;-1.81;-1.45;0.8;-0.45;-2.92
"R. Werenski";401353228;"NA";148;2;0;-0.49;-2.2;-0.56;0.32;-2.92
"S. Cink";401353228;"9";278;4;1;0.51;1.39;-0.54;0.9;2.26
"S. Garcia";401353228;"21";280;4;1;0.36;0.91;0.78;-0.29;1.76
"S. Gutschewski";401353228;"NA";142;2;0;0.52;-0.92;0.25;0.23;0.08
"S. Jaeger";401353228;"6";277;4;1;0.12;1.23;1.16;0.0;2.51
"S. Kang";401353228;"NA";147;2;0;-0.77;-2.05;0.15;0.25;-2.42
"S. Kim";401353228;"37";284;4;1;0.32;0.11;0.55;-0.22;0.76
"S. Kodaira";401353228;"NA";146;2;0;0.67;-0.07;0.36;-2.88;-1.92
"S. Piercy";401353228;"37";284;4;1;0.12;-0.15;0.47;0.32;0.76
"S. Power";401353228;"NA";142;2;0;0.3;-1.14;-0.43;1.35;0.08
"S. Reeves";401353228;"NA";147;2;0;0.83;-0.75;-0.81;-1.69;-2.42
"S. Straka";401353228;"NA";141;2;0;0.91;-0.29;0.23;-0.26;0.58
"T. Duncan";401353228;"NA";147;2;0;0.64;-1.22;-0.8;-1.04;-2.42
"T. Finau";401353228;"41";285;4;1;1.51;-1.94;0.77;0.17;0.51
"T. Gainey";401353228;"NA";143;2;0;1.14;-0.89;-0.13;-0.54;-0.42
"T. Hatton";401353228;"37";284;4;1;0.74;-0.35;-0.01;0.38;0.76
"T. Merritt";401353228;"35";283;4;1;0.74;-1.04;-0.38;1.68;1.01
"T. Moore";401353228;"64";295;4;1;0.31;-0.45;0.22;-2.07;-1.99
"T. Mullinax";401353228;"NA";148;2;0;-1.16;-2.29;-0.46;0.99;-2.92
"V. Taylor";401353228;"NA";141;2;0;-0.32;2.44;-0.16;-1.39;0.58
"V. Whaley";401353228;"NA";146;2;0;0.11;-1.14;0.47;-1.36;-1.92
"W. Bryan";401353228;"NA";144;2;0;-2.28;1.22;0.56;-0.42;-0.92
"W. McGirt";401353228;"NA";141;2;0;-0.4;-0.81;1.13;0.65;0.58
"W. Simpson";401353228;"NA";145;2;0;0.45;0.1;-0.55;-1.41;-1.42
"Z. Johnson";401353228;"NA";144;2;0;-0.5;-0.1;-0.36;0.05;-0.92
"A. Ancer";401353229;"42";278;4;1;0.81;0.28;-1.82;1.43;0.69
"A. Atwal";401353229;"NA";144;2;0;-0.87;0.36;1.28;-2.19;-1.42
"A. Baddeley";401353229;"NA";144;2;0;-0.91;-1.35;-0.56;1.4;-1.42
"A. Cook";401353229;"NA";145;2;0;-0.41;0.71;-0.73;-1.48;-1.92
"A. Lahiri";401353229;"15";274;4;1;0.46;-0.16;0.87;0.52;1.69
"A. Long";401353229;"15";274;4;1;0.62;-0.02;0.6;0.49;1.69
"A. Ortiz";401353229;"42";278;4;1;-0.47;-0.36;0.15;1.38;0.69
"A. Putnam";401353229;"NA";142;2;0;0.53;-0.61;0.09;-0.42;-0.42
"A. Rai";401353229;"24";275;4;1;0.82;0.02;0.73;-0.13;1.44
"A. Schenk";401353229;"NA";142;2;0;0.54;-1.41;0.67;-0.21;-0.42
"A. Smalley";401353229;"6";270;4;1;1.26;1.26;-0.43;0.61;2.69
"A. Svensson";401353229;"NA";145;2;0;-0.84;-0.29;-0.13;-0.66;-1.92
"A. Wise";401353229;"6";270;4;1;0.08;1.94;0.56;0.11;2.69
"B. Crane";401353229;"NA";143;2;0;0.35;-1.34;0.04;0.03;-0.92
"B. Garnett";401353229;"33";277;4;1;0.67;0.55;0.41;-0.7;0.94
"B. Haas";401353229;"59";280;4;1;-1.21;-0.99;1.25;1.14;0.19
"B. Hagy";401353229;"42";278;4;1;0.75;-0.14;-0.39;0.47;0.69
"B. Hoag";401353229;"NA";143;2;0;0.49;-0.95;0.21;-0.67;-0.92
"B. Martin";401353229;"NA";142;2;0;-1.67;-0.04;0.82;0.47;-0.42
